Name,District Number,District Name,Class,Group,TD1: Degree,TD1: Major/Field,TD1: School,TD1: Year,TD2: Degree,TD2: Major/Field,TD2: School,TD2: Year,City,State,Job Title,Organization,Sector,Race,Gender,Birth Year,Age at Start,FOMC Combined,FOMC Pre-reorg,FOMC Pre Start Year,FOMC Pre End Year,FOMC Post-reorg,FOMC Post Start Year,FOMC Post End Year,Start Year (pos.),End Year (pos.),title,first,middle,last,suffix,nickname,middle_initial
RONALD J NAPLES,3,Philadelphia,C,,,,,,,,,,Conshohocken,Pennsylvania,Chairman & Chief Executive Officer,Quaker Chemical Corporation,Engineering,W,M,1946,55,,,,,,,,2001,2002,,RONALD,J,NAPLES,,,J
STEPHEN P WILSON,4,Cleveland,A,2.0,Bachelor's,Finance,Miami University,1982,,,,,Lebanon,Ohio,Chief Executive Officer & President,Lebanon Citizens National Bank,Banking,W,M,1951,50,,,,,,,,2001,2006,,STEPHEN,P,WILSON,,,P
"WILLIAM W DUNCAN, JR",5,Richmond,A,2.0,,,,,,,,,St. Michaels,Maryland,Chief Executive Officer & President,St. Michaels Bank,Banking,W,M,1947,54,,,,,,,,2001,2003,,WILLIAM,W,DUNCAN,JR,,W
"WILLIAM G SMITH, JR",6,Atlanta,A,2.0,Bachelor's,,Florida State University,1976,,,,,Tallahassee,Florida,Chief Executive Officer & President,"Captial City Bank Group, Inc.",Banking,W,M,1953,48,,,,,,,,2001,2006,,WILLIAM,G,SMITH,JR,,G
WILLIAM A OSBORN,7,Chicago,A,1.0,Master's,Business,Northwestern University,1973,,,,,Chicago,Illinois,Chairman & Chief Executive Officer,Northern Trust Corporation and The Northern Trust Company,Banking,W,M,1947,54,,,,,,,,2001,2006,,WILLIAM,A,OSBORN,,,A
W JAMES FARRELL,7,Chicago,C,,Bachelor's,Electrical Engineering,University of Detroit,1965,,,,,Glenview,Illinois,Chairman & Chief Executive Officer,Illinois Tool Works Inc.,Manufacturing,W,M,1943,58,,,,,,,,2001,2001,,W,JAMES,FARRELL,,,J
BRADLY W SMALL,8,St. Louis,A,3.0,,,,,,,,,Nashville,Illinois,Chief Executive Officer & President,Farmers and Merchants National Bank of Nashville,Banking,W,M,1956,45,,,,,,,,2001,2004,,BRADLY,W,SMALL,,,W
"WALTER L METCALFE, JR",8,St. Louis,C Dep. Chair,,JD,Law,University of Virginia,1964,,,,,St. Louis,Missouri,Chairman,Bryan Cave LLP,Law,W,M,1939,62,,,,,,,,2001,2004,,WALTER,L,METCALFE,JR,,L
DAN M FISHER,9,Minneapolis,A,1.0,Master's,Education,Valley City State University,2010,,,,,Fargo,North Dakota,Chief Information Officer,"Community First Bankshares, Inc.",Banking,W,M,1961,40,,,,,,,,2001,2003,,DAN,M,FISHER,,,M
D GREG HEINEMAN,9,Minneapolis,B,1.0,,,,,,,,,Sioux Falls,South Dakota,Chairman,Williams Insurance Agency,Insurance,W,M,1948,53,,,,,,,,2001,2006,,D,GREG,HEINEMAN,,,G
MATTHEW T DOYLE,11,Dallas,A,2.0,Bachelor's,Finance,Texas Tech University,1980,,,,,Texas City,Texas,Vice Chairman & Chief Executive Officer,Texas City First Bank,Banking,W,M,1958,43,,,,,,,,2001,2006,,MATTHEW,T,DOYLE,,,T
RICHARD C HARTNACK,12,San Francisco,A,1.0,Master's,Business,Stanford University,1976,,,,,Los Angeles,California,Vice Chairman,Union Bank of California,Banking,W,M,1946,55,,,,,,,,2001,2004,,RICHARD,C,HARTNACK,,,C
JACK MCNALLY,12,San Francisco,B,1.0,,,,,,,,,Sacramento,California,Business Manager & Principal,"IBEW, Local Union 1245 and JKM Consulting",Labor,W,M,1938,63,,,,,,,,2001,2007,,JACK,,MCNALLY,,,
BARBARA L WILSON,12,San Francisco,B,3.0,Master's,Business,University of Washington,,,,,,Boise,Idaho,Idaho Regional Vice President & Consultant,Quest Corporation,Telecommunications,W,F,,,,,,,,,,2001,2006,,BARBARA,L,WILSON,,,L
PATRICIA M PATTERSON,11,Dallas,C Dep. Chair,,,,,,,,,,Dallas,Texas,President,"Patterson Investments, Inc.",Real Estate & Construction,W,F,1937,64,,,,,,,,2001,2005,,PATRICIA,M,PATTERSON,,,M
GEORGE M SCALISE,12,San Francisco,C Dep. Chair,,Bachelor's,Engineering,Purdue University,1956,,,,,San Jose,California,President,Semiconductor Industry Association,Manufacturing,W,M,1934,67,,,,,,,,2001,2002,,GEORGE,M,SCALISE,,,M
CHARLES W MUELLER,8,St. Louis,C Chair,,Master's,Business,St. Louis University,1966,,,,,St. Louis,Missouri,"Chairman, Chief Executive Officer, & President",Ameren Corporation,Utilities,W,M,1939,62,,,,,,,,2001,2004,,CHARLES,W,MUELLER,,,W
"HENRY BARTELL ZACHRY, JR",11,Dallas,C Chair,,Bachelor's,,Texas A&M,,,,,,San Antonio,Texas,Chairman & Chief Executive Officer,H.B. Zachry Company,Real Estate & Construction,W,M,1934,67,,,,,,,,2001,2002,,HENRY,BARTELL,ZACHRY,JR,,B
GLENN A SCHAEFFER,3,Philadelphia,C Dep. Chair,,,,,,,,,,Harrisburg,Pennsylvania,President,Pennsylvania Building and Construction Trades Council,Labor,W,M,1942,59,,,,,,,,2001,2003,,GLENN,A,SCHAEFFER,,,A
TERRENCE P DUNN,10,Kansas City,C Chair,,Master's,Business,University of Missouri,1973,,,,,Kansas City,Missouri,Chief Executive Officer & President,J.E. Dunn Construction Company,Real Estate & Construction,W,M,1950,51,,,,,,,,2001,2002,,TERRENCE,P,DUNN,,,P
RAY L HUNT,11,Dallas,C,,Bachelor's,Economics,Southern Methodist University,1965,,,,,Dallas,Texas,Chairman & Chief Executive Officer,"Hunt Consolidated, Inc.","Energy, Mining, & Extraction",W,M,1943,58,,,,,,,,2001,2002,,RAY,L,HUNT,,,L
NELSON C RISING,12,San Francisco,C Chair,,JD,Law,University of California at Los Angeles,1967,,,,,San Francisco,California,Chief Executive Officer & President,Catellus Development Corporation,Real Estate & Construction,W,M,1941,60,,,,,,,,2001,2002,,NELSON,C,RISING,,,C
JO MARIE DANCIK,10,Kansas City,C Dep. Chair,,Bachelor's,,University of Cincinnati,,,,,,Denver,Colorado,Area Managing Partner,"Ernst & Young, LLP",Accounting,W,F,1956,45,,,,,,,,2001,2001,,JO,MARIE,DANCIK,,,M
BLENDA J WILSON,1,Boston,B,1.0,PhD,,Boston College,1979,,,,,Quincy,Massachusetts,"Chief Executive Officer, President, & Partners",Nellie Mae Education Foundation,Consumer/Community,NW,F,1941,61,,,,,,,,2002,2002,,BLENDA,J,WILSON,,,J
LAWRENCE K FISH,1,Boston,A,1.0,Master's,Business,Harvard University,1968,,,,,Providence,Rhode Island,"Chairman, Chief Executive Officer, & President","Citizens Financial Group, Inc. of Providence",Banking,W,M,1945,57,,,,,,,,2002,2004,,LAWRENCE,K,FISH,,,K
SAMUEL O THIER,1,Boston,C,,MD,Medicine,State University of New York,1960,,,,,Boston,Massachusetts,"Chief Executive Officer, President, & Partners","HealthCare System, Inc.",Information Technology,W,M,1937,65,,,,,,,,2002,2002,,SAMUEL,O,THIER,,,O
JILL M CONSIDINE,2,New York,A,2.0,Master's,Business,Columbia University,1980,,,,,New York,New York,Chairman & Chief Executive Officer,Depository Trust Company,Banking,W,F,1944,58,,,,,,,,2002,2007,,JILL,M,CONSIDINE,,,M
"WALTER E DALLER, JR",3,Philadelphia,A,1.0,,,,,,,,,Harleysville,Pennsylvania,"Chairman, Chief Executive Officer, & President",Harleysville National Corporation,Banking,W,M,1939,63,,,,,,,,2002,2004,,WALTER,E,DALLER,JR,,E
"P COLEMAN TOWNSEND, JR",3,Philadelphia,B,2.0,,,,,,,,,Wilmington,Delaware,Chairman & Chief Executive Officer,"Townsends, Inc.",Manufacturing,W,M,1946,56,,,,,,,,2002,2007,,P,COLEMAN,TOWNSEND,JR,,C
EDDIE CANTERBURY,5,Richmond,A,3.0,,,,,,,,,Logan,West Virginia,Chief Executive Officer & President,Logan Bank & Trust Company,Banking,W,M,1949,53,,,,,,,,2002,2004,,EDDIE,,CANTERBURY,,,
JOE EDENS,5,Richmond,B,2.0,,,,,,,,,Columbia,South Carolina,Chairman,Edens & Avant,Wholesale & Retail Trade,W,M,1941,61,,,,,,,,2002,2004,,JOE,,EDENS,,,
JAMES F BEALL,6,Atlanta,A,3.0,Bachelor's,Business Administration and Commerce,University of Alabama,,,,,,Centre,Alabama,"Chairman, Chief Executive Officer, & President",Farmers & Merchants Bank of Alabama,Banking,W,M,,,,,,,,,,2002,2007,,JAMES,F,BEALL,,,F
EGBERT L J PERRY,6,Atlanta,B,2.0,Master's,Business,University of Pennsylvania,,,,,,Atlanta,Georgia,Chairman & Chief Executive Officer,"Integral Group, LLC",Real Estate & Construction,NW,M,1957,45,,,,,,,,2002,2008,,EGBERT,L J,PERRY,,,L
DAVID M RATCLIFFE,6,Atlanta,C,,JD,Law,Woodrow Wilson College of Law,1975,,,,,Atlanta,Georgia,Chief Executive Officer & President,Georgia Power Company,Utilities,W,M,1948,54,,,,,,,,2002,2002,,DAVID,M,RATCLIFFE,,,M
MILES D WHITE,7,Chicago,C,,Master's,Business,Stanford University,1980,,,,,Abbott Park,Illinois,Chairman & Chief Executive Officer,Abbott Laboratories,Agriculture & Food Processing,W,M,1955,47,,,,,,,,2002,2003,,MILES,D,WHITE,,,D
"LEWIS F MALLORY, JR",8,St. Louis,A,1.0,,,,,,,,,Starkville,Mississippi,Chairman & Chief Executive Officer,National Bank of Commerce of Starkville,Banking,W,M,1942,60,,,,,,,,2002,2007,,LEWIS,F,MALLORY,JR,,F
KAY CLEVIDENCE,9,Minneapolis,A,2.0,Master's,Business,University of Montana,1980,,,,,Victor,Montana,President,Farmers State Bank & Trust Co. of Victor,Banking,W,F,1956,46,,,,,,,,2002,2004,,KAY,,CLEVIDENCE,,,
FRANK MOORE,10,Kansas City,B,3.0,,,,,,,,,Douglas,Wyoming,President,Spearhead Ranch Company,Agriculture & Food Processing,W,M,1953,49,,,,,,,,2002,2006,,FRANK,,MOORE,,,
RICHARD H BARD,10,Kansas City,C Dep. Chair,,Master's,Business,Baruch University,1973,,,,,Denver,Colorado,Founder & Manager,"IdeaSpring, LLC",Financial Services (non-banking),W,M,1947,55,,,,,,,,2002,2002,,RICHARD,H,BARD,,,H
DAVID S BARNARD,11,Dallas,A,3.0,Master's,Business,Texas Tech University,,,,,,Gatesville,Texas,Chairman,National Bank of Gatesville,Banking,W,M,1945,57,,,,,,,,2002,2007,,DAVID,S,BARNARD,,,S
"RICHARD W DECKER, JR",12,San Francisco,A,2.0,,,,,,,,,San Francisco,California,Chairman & Co-Founder,Belvedere Captial Partners,Banking,W,M,1944,58,,,,,,,,2002,2007,,RICHARD,W,DECKER,JR,,W
W JAMES FARRELL,7,Chicago,C Dep. Chair,,Bachelor's,Electrical Engineering,University of Detroit,1965,,,,,Glenview,Illinois,Chairman & Chief Executive Officer,Illinois Tool Works Inc.,Manufacturing,W,M,1943,59,,,,,,,,2002,2003,,W,JAMES,FARRELL,,,J
LINDA HALL WHITMAN,9,Minneapolis,C Dep. Chair,,PhD,Education and Psychology,University of Minnesota,1980,,,,,Maple Plain,Minnesota,President,Ceridian,Information Technology,W,F,1951,51,,,,,,,,2002,2003,,LINDA,HALL,WHITMAN,,,H
JAMES J NORTON,1,Boston,C Dep. Chair,,,,,,,,,,Washington,D.C.,Vice President,AFL-CIO,Labor,W,M,1930,72,,,,,,,,2002,2002,,JAMES,J,NORTON,,,J
RONALD N ZWIEG,9,Minneapolis,C Chair,,,,,,,,,,Plymouth,Minnesota,President,"United Food & Commerical Workers, Local 653",Labor,W,M,1949,53,,,,,,,,2002,2003,,RONALD,N,ZWIEG,,,N
WILLIAM OSGOOD TAYLOR,1,Boston,C Chair,,Bachelor's,,Harvard University,1954,,,,,Boston,Massachusetts,Chairman & Chief Executive Officer,Globe Newspaper Company,Publishing,W,M,1932,70,,,,,,,,2002,2002,,WILLIAM,OSGOOD,TAYLOR,,,O
ROBERT J DARNALL,7,Chicago,C Chair,,Master's,Business,University of Chicago,1973,,,,,Chicago,Illinois,"Chairman, Chief Executive Officer, & President","Inland Steel Industries, Inc.","Energy, Mining, & Extraction",W,M,1938,64,,,,,,,,2002,2003,,ROBERT,J,DARNALL,,,J
LORETTA E LYNCH,2,New York,C,,JD,Law,Harvard University,1984,,,,,New York,New York,Partner,Hogan & Hartson L.L.P.,Law,NW,F,1959,44,,,,,,,,2003,2005,,LORETTA,E,LYNCH,,,E
BLENDA J WILSON,1,Boston,C,,PhD,,Boston College,1979,,,,,Quincy,Massachusetts,"Chief Executive Officer, President, & Partners",Nellie Mae Education Foundation,Consumer/Community,NW,F,1941,62,,,,,,,,2003,2003,,BLENDA,J,WILSON,,,J
ROBERT K KRAFT,1,Boston,B,1.0,Master's,Business,Harvard University,1965,,,,,Foxborough,Massachusetts,Chairman & Chief Executive Officer,Kraft Group,Financial Services (non-banking),W,M,1941,62,,,,,,,,2003,2009,,ROBERT,K,KRAFT,,,K
CHARLES V WAIT,2,New York,A,3.0,JD,Law,New York University,2007,,,,,Saratoga Springs,New York,"Chairman, Chief Executive Officer & President",Adirondack Trust Company,Banking,W,M,1952,51,,,,,,,,2003,2011,,CHARLES,V,WAIT,,,V
MARTA TIENDA,2,New York,B,3.0,PhD,Sociology,University of Texas,1976,,,,,Princeton,New Jersey,Professor of Demographic Studies & Professor of Sociology and Public Affairs,Princeton University,Education,W,F,1950,53,,,,,,,,2003,2005,,MARTA,,TIENDA,,,
JOHN EDWARD SEXTON,2,New York,C Dep. Chair,,JD,Law,Harvard University,1979,PhD,History of American Religion,Fordham University,1978,New York,New York,President,New York University,Education,W,M,1942,61,,,,,,,,2003,2003,,JOHN,EDWARD,SEXTON,,,E
KENNETH R SHOEMAKER,3,Philadelphia,A,2.0,,,,,,,,,Shippensburg,Pennsylvania,Chief Executive Officer & President,Orrstown Bank,Banking,W,M,1947,56,,,,,,,,2003,2005,,KENNETH,R,SHOEMAKER,,,R
GARRY L MADDOX,3,Philadelphia,B,1.0,,,,,,,,,Philadelphia,Pennsylvania,Chief Executive Officer,A. Pomerantz & Company,Wholesale & Retail Trade,NW,M,1949,54,,,,,,,,2003,2009,,GARRY,L,MADDOX,,,L
BICK WEISSENRIEDER,4,Cleveland,A,3.0,,,,,,,,,Athens,Ohio,Chairman of the Board & Chief Executive Officer,Hocking Valley Bank,Banking,W,M,1947,56,,,,,,,,2003,2008,,BICK,,WEISSENRIEDER,,,
TANNY B CRANE,4,Cleveland,B,3.0,Master's,Business,Northwestern University,1980,,,,,Columbus,Ohio,Chief Executive Officer & President,"Crane Plastics Company, LP",Manufacturing,W,F,1955,48,,,,,,,,2003,2005,,TANNY,B,CRANE,,,B
CHARLES E BUNCH,4,Cleveland,C Dep. Chair,,Master's,Business,Harvard University,,,,,,Pittsburgh,Pennsylvania,Chief Operating Officer & President,"PPG Industries, Inc.",Manufacturing,W,M,1949,54,,,,,,,,2003,2005,,CHARLES,E,BUNCH,,,E
BARRY J FITZPATRICK,5,Richmond,A,1.0,,,,,,,,,Falls Church,Virginia,"Chairman, Chief Executive Officer, &
President",Branch Banking & Trust Co. of Virginia,Banking,W,M,1941,62,,,,,,,,2003,2005,,BARRY,J,FITZPATRICK,,,J
THERESA M STONE,5,Richmond,C,,Master's,Management,Massachusetts Institute of Technology,1976,,,,,Greensboro,North Carolina,President (Retired),Lincoln Financial Media,"Media, Marketing, & Public Relations",W,F,1948,55,,,,,,,,2003,2004,,THERESA,M,STONE,,,M
"THOMAS J MACKELL, JR",5,Richmond,C Dep. Chair,,PhD,,Rutgers University,,,,,,Washington,D.C.,Chief Operating Officer & President,Kamber Group,"Media, Marketing, & Public Relations",W,M,1943,60,,,,,,,,2003,2004,,THOMAS,J,MACKELL,JR,,J
V LARKIN MARTIN,6,Atlanta,C,,Bachelor's,European History,Vanderbilt University,1985,,,,,Courtland,Alabama,Managing Partner,Martin Farm,Agriculture & Food Processing,W,F,1965,38,,,,,,,,2003,2003,,V,LARKIN,MARTIN,,,L
J STEPHEN BARGER,8,St. Louis,B,1.0,,,,,,,,,Frankfort,Kentucky,Executive Secretary & Treasurer,Kentucky State District Council of Carpenters,Labor,W,M,,,,,,,,,,2003,2004,,J,STEPHEN,BARGER,,,S
ROBERT DICKSON,9,Minneapolis,A,3.0,,,,,,,,,Fairfax,Minnesota,Chief Executive Officer,First National Bank of Fairfax,Banking,W,M,,,,,,,,,,2003,2005,,ROBERT,,DICKSON,,,
RANDY PETERSON,9,Minneapolis,B,2.0,,,,,,,,,Sault Ste. Marie,Michigan,General Manager,Precision Edge Surgical Products,Manufacturing,W,M,1956,47,,,,,,,,2003,2008,,RANDY,,PETERSON,,,
FRANK L SIMS,9,Minneapolis,C,,Bachelor's,Business Administration,Paul Quinn College,,,,,,Wayzata,Minnesota,Corporate Vice President & Transportation,"Cargill, Inc., Lake Office",Agriculture & Food Processing,NW,M,1949,54,,,,,,,,2003,2003,,FRANK,L,SIMS,,,L
RICK L SMALLEY,10,Kansas City,A,1.0,,,,,,,,,Kansas City,Missouri,Chief Executive Officer,Dickinson Financial Corporation,Banking,W,M,1948,55,,,,,,,,2003,2008,,RICK,L,SMALLEY,,,L
DAN L DILLINGHAM,10,Kansas City,B,2.0,,,,,,,,,Enid,Oklahoma,Chief Executive Officer,Dillingham Insurance,Insurance,W,M,1934,69,,,,,,,,2003,2008,,DAN,L,DILLINGHAM,,,L
ROBERT A FUNK,10,Kansas City,C Dep. Chair,,Master's,Business Administration and Theology,Seattle Pacific University,,,,,,Oklahoma City,Oklahoma,Chairman of the Board & Chief Executive Officer,Express Personnel Services International,Services - Miscellaneous,W,M,1940,63,,,,,,,,2003,2004,,ROBERT,A,FUNK,,,A
"RICHARD W EVANS, JR",11,Dallas,A,1.0,,,,,,,,,San Antonio,Texas,Chairman & Chief Executive Officer,"Cullen/Frost Bankers, Inc.",Banking,W,M,1947,56,,,,,,,,2003,2008,,RICHARD,W,EVANS,JR,,W
CANDACE HUNTER WIEST,12,San Francisco,A,3.0,,,,,,,,,Riverside,California,President,Inland Empire National Bank,Banking,W,F,,,,,,,,,,2003,2008,,CANDACE,HUNTER,WIEST,,,H
DAVID KY TANG,12,San Francisco,B,2.0,JD,Law,Columbia University,1979,,,,,Seattle,Washington,Partner,"Preston Gates & Ellis, LLP",Law,NW,M,1953,50,,,,,,,,2003,2004,,DAVID,KY,TANG,,,K
JAY T HARRIS,12,San Francisco,C,,,,,,,,,,Los Angeles,California,Allis Anneberg Chair in Journalism and Communication,Annenberg School for Communication of University of Southern California,Education,NW,M,1948,55,,,,,,,,2003,2003,,JAY,T,HARRIS,,,T
SAMUEL O THIER,1,Boston,C Dep. Chair,,MD,Medicine,State University of New York,1960,,,,,Boston,Massachusetts,Professor of Medicine & Professor of Health Care Policy,Harvard Medical School of Massachusetts General Hosptial,Education,W,M,1937,66,,,,,,,,2003,2003,,SAMUEL,O,THIER,,,O
DAVID M RATCLIFFE,6,Atlanta,C Dep. Chair,,JD,Law,Woodrow Wilson College of Law,1975,,,,,Atlanta,Georgia,Chief Executive Officer & President,Georgia Power Company,Utilities,W,M,1948,55,,,,,,,,2003,2003,,DAVID,M,RATCLIFFE,,,M
RICHARD H BARD,10,Kansas City,C Chair,,Master's,Business,Baruch University,1973,,,,,Denver,Colorado,Founder & Manager,"IdeaSpring, LLC",Financial Services (non-banking),W,M,1947,56,,,,,,,,2003,2004,,RICHARD,H,BARD,,,H
DORIS M DAMM,3,Philadelphia,C,,Bachelor's,English,Fairley Dickinson College,,,,,,Cherry Hill,New Jersey,Chief Executive Officer & President,Accu Staffing Services,Services - Miscellaneous,W,F,1935,68,,,,,,,,2003,2003,,DORIS,M,DAMM,,,M
RONALD J NAPLES,3,Philadelphia,C Chair,,,,,,,,,,Conshohocken,Pennsylvania,Chairman & Chief Executive Officer,Quaker Chemical Corporation,Engineering,W,M,1946,57,,,,,,,,2003,2005,,RONALD,J,NAPLES,,,J
ROBERT W MAHONEY,4,Cleveland,C Chair,,Master's,Business,Roosevelt University,,,,,,Uniontown,Ohio,Former Chairman,"Diebold, Incorporated",Financial Services (non-banking),W,M,1936,67,,,,,,,,2003,2005,,ROBERT,W,MAHONEY,,,W
GEORGE M SCALISE,12,San Francisco,C Chair,,Bachelor's,Engineering,Purdue University,1956,,,,,San Jose,California,President,Semiconductor Industry Association,Manufacturing,W,M,1934,69,,,,,,,,2003,2005,,GEORGE,M,SCALISE,,,M
SHEILA D HARRIS,12,San Francisco,C Dep. Chair,,PhD,Public Administration,Arizona State University,,,,,,Litchfield Park,Arizona,Consultant,Harris Consulting,Financial Services (non-banking),W,F,1953,50,,,,,,,,2003,2004,,SHEILA,D,HARRIS,,,D
JAMES J NORTON,1,Boston,C Chair,,,,,,,,,,Washington,D.C.,Vice President,AFL-CIO,Labor,W,M,1930,73,,,,,,,,2003,2003,,JAMES,J,NORTON,,,J
PAULA LOVELL,6,Atlanta,C Chair,,Bachelor's,English,Vanderbilt University,1973,,,,,Nashville,Tennessee,President,"Lovell Communications, Inc.",Services - Miscellaneous,W,F,1946,57,,,,,,,,2003,2003,,PAULA,,LOVELL,,,
RAY L HUNT,11,Dallas,C Chair,,Bachelor's,Economics,Southern Methodist University,1965,,,,,Dallas,Texas,Chairman & Chief Executive Officer,"Hunt Consolidated, Inc.","Energy, Mining, & Extraction",W,M,1943,60,,,,,,,,2003,2006,,RAY,L,HUNT,,,L
"WESLEY S WILLIAMS, JR",5,Richmond,C Chair,,JD,Law,Harvard University,1967,,,,,Washington,D.C.,Partner,Covington & Burling,Law,NW,M,1942,61,,,,,,,,2003,2004,,WESLEY,S,WILLIAMS,JR,,S
BLENDA J WILSON,1,Boston,C Dep. Chair,,PhD,,Boston College,1979,,,,,Quincy,Massachusetts,"Chief Executive Officer, President, & Partners",Nellie Mae Education Foundation,Consumer/Community,NW,F,1941,63,,,,,,,,2004,2005,,BLENDA,J,WILSON,,,J
PETER A BLYBERG,1,Boston,A,2.0,,,,,,,,,Ellsworth,Maine,Chief Executive Officer & President,Union Trust Company,Banking,W,M,1944,60,,,,,,,,2004,2006,,PETER,A,BLYBERG,,,A
JAMES R WOOD,1,Boston,A,3.0,,,,,,,,,Suffield,Connecticut,President,First National Bank of Suffield,Banking,W,M,1941,63,,,,,,,,2004,2005,,JAMES,R,WOOD,,,R
KIRK P POND,1,Boston,B,2.0,Master's,Business,University of Pennsylvania,,,,,,South Portland,Maine,"Chairman, Chief Executive Officer & President",Fairchild Semiconductor International,Engineering,W,M,1946,58,,,,,,,,2004,2006,,KIRK,P,POND,,,P
LISA M LYNCH,1,Boston,C,,PhD,Economics,London School of Economics,1983,,,,,Medford,Massachusetts,William L. Clayton Professor of International Affairs,Fletcher School of Law and Diplomacy,Education,W,F,1964,40,,,,,,,,2004,2005,,LISA,M,LYNCH,,,M
DENIS M HUGHES,2,New York,B,1.0,Bachelor's,Labor and Industrial Relations,Empire State College,,,,,,New York,New York,President,New York State AFL-CIO,Labor,W,M,1951,53,,,,,,,,2004,2005,,DENIS,M,HUGHES,,,M
EUGENE W ROGERS,3,Philadelphia,A,3.0,,,,,,,,,Newfield,New Jersey,Chief Executive Officer,Newfield National Bank,Banking,W,M,1937,67,,,,,,,,2004,2006,,EUGENE,W,ROGERS,,,W
WILLIAM F HECHT,3,Philadelphia,C,,Master's,Electrical Engineering,Lehigh University,1970,,,,,Allentown,Pennsylvania,"Chairman, Chief Executive Officer, & President",PPL Corporation,Utilities,W,M,1943,61,,,,,,,,2004,2005,,WILLIAM,F,HECHT,,,F
V ANN HAILEY,4,Cleveland,B,2.0,Master's,Business,Harvard University,,,,,,Columbus,Ohio,Executive Vice President & Chief Financial Officer,Limited Brands,Wholesale & Retail Trade,W,F,1951,53,,,,,,,,2004,2008,,V,ANN,HAILEY,,,A
ERNEST J SEWELL,5,Richmond,A,2.0,,,,,,,,,Greensboro,North Carolina,Chief Executive Officer & President,First National Bank of Southeast,Banking,W,M,1940,64,,,,,,,,2004,2006,,ERNEST,J,SEWELL,,,J
KENNETH R SPARKS,5,Richmond,B,3.0,JD,Law,George Washington University,,PhD,International Communication,Syracuse University,,White Stone,Virginia,Chief Executive Officer & President,"Ken Sparks Associates, LLC",Services - Miscellaneous,W,M,1933,71,,,,,,,,2004,2009,,KENNETH,R,SPARKS,,,R
TERI G FONTENOT,6,Atlanta,B,3.0,Master's,Business,University of Louisiana-Monroe,,,,,,Baton Rouge,Louisiana,Chief Executive Officer & President,Woman's Hosptial,Health Care Delivery,W,F,1954,50,,,,,,,,2004,2009,,TERI,G,FONTENOT,,,G
D SCOTT DAVIS,6,Atlanta,C,,Bachelor's,Accounting,Portland State University,1974,,,,,Atlanta,Georgia,Chief Financial Officer,United Parcel Service,Transportation,W,M,1952,52,,,,,,,,2004,2006,,D,SCOTT,DAVIS,,,S
V LARKIN MARTIN,6,Atlanta,C Dep. Chair,,Bachelor's,European History,Vanderbilt University,1985,,,,,Courtland,Alabama,Managing Partner,Martin Farm,Agriculture & Food Processing,W,F,1965,39,,,,,,,,2004,2006,,V,LARKIN,MARTIN,,,L
MICHAEL L KUBACKI,7,Chicago,A,2.0,Master's,Business,University of Chicago,1976,,,,,Warsaw,Indiana,"Chairman, Chief Executive Officer, & President",Lakeland Financial Corporation,Banking,W,M,1952,52,,,,,,,,2004,2009,,MICHAEL,L,KUBACKI,,,L
MARK T GAFFNEY,7,Chicago,B,1.0,Master's,Labor and Industrial Relations,Michigan State University,1984,,,,,Lansing,Michigan,President,Michigan AFL-CIO,Labor,W,M,1955,49,,,,,,,,2004,2009,,MARK,T,GAFFNEY,,,T
"JOHN A CANNING, JR",7,Chicago,C,,JD,Law,Duke University,1969,,,,,Chicago,Illinois,Chairman & Chief Executive Officer,"Madison Dearborn Partners, Inc.",Financial Services (non-banking),W,M,1944,60,,,,,,,,2004,2006,,JOHN,A,CANNING,JR,,A
